blind.id,mouse,genotype,gender,age,measure,endpoint
17,JZ2,Q111/+,F,12,73,cell.total
18,JW2,+/+,M,12,87,cell.total
19,JY3,+/+,F,12,82,cell.total
20,JW3,+/+,M,12,96,cell.total
22,JY5,+/+,F,12,82,cell.total
23,JX5,Q111/+,M,12,97,cell.total
24,JZ8,Q111/+,F,12,88,cell.total
25,JX9,Q111/+,M,12,81,cell.total
26,JX3,Q111/+,M,12,91,cell.total
27,JZ3,Q111/+,F,12,76,cell.total
28,JZ7,Q111/+,F,12,82,cell.total
29,JY2,+/+,F,12,82,cell.total
30,JZ4,Q111/+,F,12,97,cell.total
31,JX8,Q111/+,M,12,83,cell.total
32,JX4,Q111/+,M,12,83,cell.total
33,JZ1,Q111/+,F,12,88,cell.total
34,JY7,+/+,F,12,69,cell.total
1,JZ6,Q111/+,F,12,102,cell.total
2,JX6,Q111/+,M,12,86,cell.total
3,JX7,Q111/+,M,12,82,cell.total
4,JY6,+/+,F,12,78,cell.total
5,JZ9,Q111/+,F,12,76,cell.total
6,JW1,+/+,M,12,89,cell.total
7,JZ5,Q111/+,F,12,100,cell.total
8,JX2,Q111/+,M,12,89,cell.total
9,JZ2,Q111/+,F,12,99,cell.total
11,JX5,Q111/+,M,12,99,cell.total
12,JY1,+/+,F,12,77,cell.total
13,JZ8,Q111/+,F,12,82,cell.total
14,JW5,+/+,M,12,88,cell.total
15,JY4,+/+,F,12,73,cell.total
16,KW1,+/+,M,12,77,cell.total
17,JX9,Q111/+,M,12,71,cell.total
18,JX3,Q111/+,M,12,76,cell.total
19,JY8,+/+,F,12,85,cell.total
21,JZ3,Q111/+,F,12,95,cell.total
22,JZ7,Q111/+,F,12,79,cell.total
23,JZ4,Q111/+,F,12,93,cell.total
24,JY7,+/+,F,12,70,cell.total
25,JX8,Q111/+,M,12,84,cell.total
26,JY9,+/+,F,12,79,cell.total
27,JW2,+/+,M,12,86,cell.total
28,JX4,Q111/+,M,12,84,cell.total
29,JY3,+/+,F,12,76,cell.total
31,JZ1,Q111/+,F,12,94,cell.total
32,KW3,+/+,M,12,73,cell.total
33,JY2,+/+,F,12,77,cell.total
34,JX1,Q111/+,M,12,74,cell.total
35,JY5,+/+,F,12,89,cell.total
1,HW1,+/+,F,3,99,cell.neun
2,HX1,Q111/+,M,3,99,cell.neun
3,HW2,+/+,F,3,94,cell.neun
4,HW3,+/+,F,3,100,cell.neun
5,HX2,Q111/+,M,3,114,cell.neun
6,HZ1,Q111/+,F,3,105,cell.neun
7,HX3,Q111/+,M,3,100,cell.neun
8,HW4,+/+,F,3,101,cell.neun
9,HW5,+/+,F,3,89,cell.neun
10,HY1,+/+,F,3,94,cell.neun
11,HZ2,Q111/+,F,3,107,cell.neun
12,HY2,+/+,F,3,107,cell.neun
13,HX4,Q111/+,M,3,99,cell.neun
14,HX5,Q111/+,M,3,89,cell.neun
15,HY3,+/+,F,3,94,cell.neun
16,HZ3,Q111/+,F,3,116,cell.neun
17,HY4,+/+,F,3,86,cell.neun
18,HX7,Q111/+,M,3,84,cell.neun
19,HZ4,Q111/+,F,3,98,cell.neun
20,HV1,+/+,M,3,94,cell.neun
21,HV2,+/+,M,3,82,cell.neun
22,HX6,Q111/+,M,3,104,cell.neun
23,HZ5,Q111/+,F,3,85,cell.neun
24,HX8,Q111/+,M,3,87,cell.neun
25,HV3,+/+,M,3,103,cell.neun
26,HX9,Q111/+,M,3,99,cell.neun
27,HZ6,Q111/+,F,3,79,cell.neun
28,HV4,+/+,M,3,112,cell.neun
29,HV5,+/+,M,3,85,cell.neun
30,HZ7,Q111/+,F,3,69,cell.neun
31,HV6,+/+,M,3,108,cell.neun
32,HV7,+/+,M,3,94,cell.neun
33,HZ8,Q111/+,F,3,81,cell.neun
34,HV8,+/+,M,3,92,cell.neun
35,HZ9,Q111/+,F,3,87,cell.neun
1,HW1,+/+,F,3,83,cell.neun
2,HX1,Q111/+,M,3,86,cell.neun
3,HW2,+/+,F,3,87,cell.neun
4,HW3,+/+,F,3,99,cell.neun
5,HX2,Q111/+,M,3,97,cell.neun
6,HZ1,Q111/+,F,3,92,cell.neun
7,HX3,Q111/+,M,3,74,cell.neun
8,HW4,+/+,F,3,95,cell.neun
9,HW5,+/+,F,3,107,cell.neun
10,HY1,+/+,F,3,96,cell.neun
11,HZ2,Q111/+,F,3,105,cell.neun
12,HY2,+/+,F,3,99,cell.neun
13,HX4,Q111/+,M,3,90,cell.neun
14,HX5,Q111/+,M,3,85,cell.neun
15,HY3,+/+,F,3,87,cell.neun
16,HZ3,Q111/+,F,3,92,cell.neun
17,HY4,+/+,F,3,99,cell.neun
18,HX7,Q111/+,M,3,90,cell.neun
19,HZ4,Q111/+,F,3,88,cell.neun
20,HV1,+/+,M,3,94,cell.neun
21,HV2,+/+,M,3,81,cell.neun
22,HX6,Q111/+,M,3,81,cell.neun
23,HZ5,Q111/+,F,3,98,cell.neun
24,HX8,Q111/+,M,3,101,cell.neun
25,HV3,+/+,M,3,98,cell.neun
26,HX9,Q111/+,M,3,91,cell.neun
27,HZ6,Q111/+,F,3,79,cell.neun
28,HV4,+/+,M,3,103,cell.neun
29,HV5,+/+,M,3,98,cell.neun
30,HZ7,Q111/+,F,3,78,cell.neun
31,HV6,+/+,M,3,94,cell.neun
32,HV7,+/+,M,3,100,cell.neun
33,HZ8,Q111/+,F,3,82,cell.neun
34,HV8,+/+,M,3,90,cell.neun
35,HZ9,Q111/+,F,3,106,cell.neun
1,HX2,Q111/+,M,3,96,cell.neun
2,HX3,Q111/+,M,3,81,cell.neun
3,HV1,+/+,M,3,89,cell.neun
4,HV2,+/+,M,3,78,cell.neun
5,HX4,Q111/+,M,3,70,cell.neun
6,HX5,Q111/+,M,3,84,cell.neun
7,HV3,+/+,M,3,80,cell.neun
8,HX6,Q111/+,M,3,96,cell.neun
9,HV4,+/+,M,3,95,cell.neun
10,HV5,+/+,M,3,111,cell.neun
11,HV6,+/+,M,3,101,cell.neun
12,HX7,Q111/+,M,3,96,cell.neun
13,HX8,Q111/+,M,3,85,cell.neun
14,HX9,Q111/+,M,3,88,cell.neun
15,HV7,+/+,M,3,73,cell.neun
16,HZ1,Q111/+,F,3,75,cell.neun
17,HV8,+/+,M,3,79,cell.neun
18,HZ2,Q111/+,F,3,82,cell.neun
19,HW1,+/+,F,3,108,cell.neun
20,HW2,+/+,F,3,118,cell.neun
21,HZ3,Q111/+,F,3,72,cell.neun
22,HZ4,Q111/+,F,3,93,cell.neun
23,HW3,+/+,F,3,98,cell.neun
24,HW4,+/+,F,3,76,cell.neun
25,HZ5,Q111/+,F,3,73,cell.neun
26,HZ6,Q111/+,F,3,96,cell.neun
27,HW5,+/+,F,3,87,cell.neun
28,HZ7,Q111/+,F,3,64,cell.neun
29,HY1,+/+,F,3,90,cell.neun
30,HY2,+/+,F,3,79,cell.neun
31,HZ8,Q111/+,F,3,71,cell.neun
32,HY3,+/+,F,3,79,cell.neun
33,HY4,+/+,F,3,90,cell.neun
34,HX1,Q111/+,M,3,75,cell.neun
35,HZ9,Q111/+,F,3,90,cell.neun
1,FW8,+/+,F,9,60,cell.neun
2,MH2,Q111/+,M,9,80,cell.neun
3,MW8,+/+,M,9,84,cell.neun
4,MH4,Q111/+,M,9,82,cell.neun
5,FW6,+/+,F,9,86,cell.neun
6,MW3,+/+,M,9,82,cell.neun
7,FH7,Q111/+,F,9,34,cell.neun
8,MH9,Q111/+,M,9,75,cell.neun
9,FH8,Q111/+,F,9,73,cell.neun
10,FH6,Q111/+,F,9,78,cell.neun
11,MW6,+/+,M,9,70,cell.neun
12,FW5,+/+,F,9,87,cell.neun
13,FH4,Q111/+,F,9,66,cell.neun
14,FW7,+/+,F,9,89,cell.neun
15,MW4,+/+,M,9,63,cell.neun
16,MH3,Q111/+,M,9,84,cell.neun
17,MW2,+/+,M,9,69,cell.neun
18,MH7,Q111/+,M,9,101,cell.neun
19,MH1,Q111/+,M,9,98,cell.neun
20,MW9,+/+,M,9,73,cell.neun
21,MH5,Q111/+,M,9,97,cell.neun
22,FW4,+/+,F,9,87,cell.neun
23,FH2,Q111/+,F,9,87,cell.neun
24,MW7,+/+,M,9,80,cell.neun
26,FH3,Q111/+,F,9,89,cell.neun
27,FW1,+/+,F,9,92,cell.neun
28,MW1,+/+,M,9,81,cell.neun
29,FH5,Q111/+,F,9,63,cell.neun
30,FW3,+/+,F,9,58,cell.neun
31,MH6,Q111/+,M,9,90,cell.neun
32,FH9,Q111/+,F,9,40,cell.neun
33,MW5,+/+,M,9,65,cell.neun
34,MH8,Q111/+,M,9,73,cell.neun
35,FH1,Q111/+,F,9,71,cell.neun
2,MW4,+/+,M,9,76,cell.neun
7,MH6,Q111/+,M,9,66,cell.neun
8,MH3,Q111/+,M,9,103,cell.neun
10,MW9,+/+,M,9,67,cell.neun
11,FW4,+/+,F,9,74,cell.neun
12,FW1,+/+,F,9,84,cell.neun
13,FW7,+/+,F,9,88,cell.neun
14,MH2,Q111/+,M,9,84,cell.neun
16,MW5,+/+,M,9,74,cell.neun
23,FW5,+/+,F,9,76,cell.neun
25,FH3,Q111/+,F,9,81,cell.neun
27,MW3,+/+,M,9,76,cell.neun
28,FW3,+/+,F,9,85,cell.neun
29,MH5,Q111/+,M,9,79,cell.neun
31,MW6,+/+,M,9,85,cell.neun
32,FH4,Q111/+,F,9,87,cell.neun
33,MH4,Q111/+,M,9,97,cell.neun
35,MH8,Q111/+,M,9,74,cell.neun
37,FW2,+/+,F,9,56,cell.neun
38,FH6,Q111/+,F,9,78,cell.neun
41,MH9,Q111/+,M,9,87,cell.neun
42,MH1,Q111/+,M,9,86,cell.neun
44,FW9,+/+,F,9,76,cell.neun
46,FH7,Q111/+,F,9,70,cell.neun
47,FW8,+/+,F,9,83,cell.neun
52,MW7,+/+,M,9,81,cell.neun
54,FH2,Q111/+,F,9,82,cell.neun
57,MW1,+/+,M,9,74,cell.neun
58,FH8,Q111/+,F,9,80,cell.neun
60,MH7,Q111/+,M,9,105,cell.neun
65,FH1,Q111/+,F,9,70,cell.neun
67,FH9,Q111/+,F,9,84,cell.neun
68,MW8,+/+,M,9,76,cell.neun
70,FH5,Q111/+,F,9,84,cell.neun
1,FW1,+/+,F,9,90,cell.neun
2,MH5,Q111/+,M,9,64,cell.neun
3,MW6,+/+,M,9,73,cell.neun
4,FH5,Q111/+,F,9,79,cell.neun
5,MH9,Q111/+,M,9,76,cell.neun
7,FH4,Q111/+,F,9,80,cell.neun
8,MW7,+/+,M,9,77,cell.neun
9,FW9,+/+,F,9,77,cell.neun
10,FH9,Q111/+,F,9,65,cell.neun
12,FH8,Q111/+,F,9,68,cell.neun
14,MH7,Q111/+,M,9,86,cell.neun
15,FW5,+/+,F,9,48,cell.neun
16,MW5,+/+,M,9,74,cell.neun
17,MH8,Q111/+,M,9,70,cell.neun
18,FH6,Q111/+,F,9,85,cell.neun
19,MW1,+/+,M,9,72,cell.neun
20,FH1,Q111/+,F,9,66,cell.neun
21,FW7,+/+,F,9,87,cell.neun
22,MW4,+/+,M,9,74,cell.neun
24,MH3,Q111/+,M,9,83,cell.neun
26,MW8,+/+,M,9,94,cell.neun
27,FH3,Q111/+,F,9,60,cell.neun
28,MH4,Q111/+,M,9,77,cell.neun
29,MH6,Q111/+,M,9,59,cell.neun
30,MH1,Q111/+,M,9,69,cell.neun
31,MW2,+/+,M,9,69,cell.neun
32,FW4,+/+,F,9,65,cell.neun
33,MW9,+/+,M,9,80,cell.neun
34,FH2,Q111/+,F,9,83,cell.neun
35,FW3,+/+,F,9,86,cell.neun
36,MW3,+/+,M,9,66,cell.neun
1,JY6,+/+,F,12,58,cell.neun
2,JW1,+/+,M,12,62,cell.neun
3,JZ6,Q111/+,F,12,70,cell.neun
4,JX6,Q111/+,M,12,68,cell.neun
5,JW4,+/+,M,12,63,cell.neun
6,JY1,+/+,F,12,72,cell.neun
7,JX7,Q111/+,M,12,69,cell.neun
8,JW5,+/+,M,12,69,cell.neun
9,JY4,+/+,F,12,49,cell.neun
10,KW1,+/+,M,12,64,cell.neun
11,JZ9,Q111/+,F,12,70,cell.neun
12,JY8,+/+,F,12,73,cell.neun
13,JW6,+/+,M,12,68,cell.neun
14,JZ5,Q111/+,F,12,68,cell.neun
15,JX2,Q111/+,M,12,75,cell.neun
16,JY9,+/+,F,12,76,cell.neun
17,JZ2,Q111/+,F,12,61,cell.neun
18,JW2,+/+,M,12,75,cell.neun
19,JY3,+/+,F,12,80,cell.neun
20,JW3,+/+,M,12,69,cell.neun
21,KW3,+/+,M,12,69,cell.neun
22,JY5,+/+,F,12,73,cell.neun
23,JX5,Q111/+,M,12,88,cell.neun
24,JZ8,Q111/+,F,12,55,cell.neun
25,JX9,Q111/+,M,12,64,cell.neun
26,JX3,Q111/+,M,12,78,cell.neun
27,JZ3,Q111/+,F,12,69,cell.neun
28,JZ7,Q111/+,F,12,78,cell.neun
29,JY2,+/+,F,12,55,cell.neun
30,JZ4,Q111/+,F,12,93,cell.neun
31,JX8,Q111/+,M,12,66,cell.neun
32,JX4,Q111/+,M,12,76,cell.neun
33,JZ1,Q111/+,F,12,78,cell.neun
34,JY7,+/+,F,12,84,cell.neun
1,JY6,+/+,F,12,72,cell.neun
2,JW1,+/+,M,12,55,cell.neun
5,JW4,+/+,M,12,67,cell.neun
6,JY1,+/+,F,12,66,cell.neun
8,JW5,+/+,M,12,73,cell.neun
9,JY4,+/+,F,12,64,cell.neun
10,KW1,+/+,M,12,71,cell.neun
11,JZ9,Q111/+,F,12,65,cell.neun
12,JY8,+/+,F,12,83,cell.neun
13,JW6,+/+,M,12,70,cell.neun
14,JZ5,Q111/+,F,12,59,cell.neun
15,JX2,Q111/+,M,12,76,cell.neun
16,JY9,+/+,F,12,64,cell.neun
17,JZ2,Q111/+,F,12,70,cell.neun
18,JW2,+/+,M,12,74,cell.neun
19,JY3,+/+,F,12,67,cell.neun
20,JW3,+/+,M,12,70,cell.neun
22,JY5,+/+,F,12,77,cell.neun
23,JX5,Q111/+,M,12,75,cell.neun
24,JZ8,Q111/+,F,12,73,cell.neun
25,JX9,Q111/+,M,12,54,cell.neun
26,JX3,Q111/+,M,12,74,cell.neun
27,JZ3,Q111/+,F,12,67,cell.neun
28,JZ7,Q111/+,F,12,70,cell.neun
29,JY2,+/+,F,12,64,cell.neun
30,JZ4,Q111/+,F,12,85,cell.neun
31,JX8,Q111/+,M,12,73,cell.neun
32,JX4,Q111/+,M,12,80,cell.neun
33,JZ1,Q111/+,F,12,65,cell.neun
34,JY7,+/+,F,12,66,cell.neun
1,JZ6,Q111/+,F,12,75,cell.neun
2,JX6,Q111/+,M,12,62,cell.neun
3,JX7,Q111/+,M,12,51,cell.neun
4,JY6,+/+,F,12,67,cell.neun
5,JZ9,Q111/+,F,12,64,cell.neun
6,JW1,+/+,M,12,64,cell.neun
7,JZ5,Q111/+,F,12,87,cell.neun
8,JX2,Q111/+,M,12,66,cell.neun
9,JZ2,Q111/+,F,12,70,cell.neun
11,JX5,Q111/+,M,12,72,cell.neun
12,JY1,+/+,F,12,68,cell.neun
13,JZ8,Q111/+,F,12,65,cell.neun
14,JW5,+/+,M,12,70,cell.neun
15,JY4,+/+,F,12,52,cell.neun
16,KW1,+/+,M,12,65,cell.neun
17,JX9,Q111/+,M,12,59,cell.neun
18,JX3,Q111/+,M,12,60,cell.neun
19,JY8,+/+,F,12,59,cell.neun
21,JZ3,Q111/+,F,12,64,cell.neun
22,JZ7,Q111/+,F,12,59,cell.neun
23,JZ4,Q111/+,F,12,72,cell.neun
24,JY7,+/+,F,12,45,cell.neun
25,JX8,Q111/+,M,12,56,cell.neun
26,JY9,+/+,F,12,69,cell.neun
27,JW2,+/+,M,12,72,cell.neun
28,JX4,Q111/+,M,12,64,cell.neun
29,JY3,+/+,F,12,52,cell.neun
31,JZ1,Q111/+,F,12,80,cell.neun
32,KW3,+/+,M,12,57,cell.neun
33,JY2,+/+,F,12,54,cell.neun
34,JX1,Q111/+,M,12,57,cell.neun
35,JY5,+/+,F,12,71,cell.neun
1,HW1,+/+,F,3,59.845,darpp32
1,HW1,+/+,F,3,28.046,darpp32
1,HW1,+/+,F,3,43.291,darpp32
1,HW1,+/+,F,3,37.115,darpp32
1,HW1,+/+,F,3,35.135,darpp32
1,HW1,+/+,F,3,30.98,darpp32
1,HW1,+/+,F,3,50.172,darpp32
1,HW1,+/+,F,3,37.865,darpp32
1,HW1,+/+,F,3,26.01,darpp32
1,HW1,+/+,F,3,19.111,darpp32
1,HW1,+/+,F,3,36.385,darpp32
1,HW1,+/+,F,3,17.29,darpp32
1,HW1,+/+,F,3,34.545,darpp32
1,HW1,+/+,F,3,29.584,darpp32
1,HW1,+/+,F,3,11.799,darpp32
1,HW1,+/+,F,3,8.182,darpp32
1,HW1,+/+,F,3,16.172,darpp32
1,HW1,+/+,F,3,1.38,darpp32
1,HW1,+/+,F,3,21.221,darpp32
1,HW1,+/+,F,3,2.429,darpp32
1,HW1,+/+,F,3,33.662,darpp32
1,HW1,+/+,F,3,13.473,darpp32
1,HW1,+/+,F,3,19.8,darpp32
1,HW1,+/+,F,3,61.795,darpp32
1,HW1,+/+,F,3,20.367,darpp32
1,HW1,+/+,F,3,5.047,darpp32
1,HW1,+/+,F,3,47.614,darpp32
1,HW1,+/+,F,3,0,darpp32
1,HW1,+/+,F,3,36.915,darpp32
1,HW1,+/+,F,3,57.743,darpp32
1,HW1,+/+,F,3,10.645,darpp32
1,HW1,+/+,F,3,34.764,darpp32
1,HW1,+/+,F,3,62.261,darpp32
1,HW1,+/+,F,3,29.357,darpp32
1,HW1,+/+,F,3,36.299,darpp32
1,HW1,+/+,F,3,67.972,darpp32
1,HW1,+/+,F,3,18.435,darpp32
1,HW1,+/+,F,3,59.792,darpp32
1,HW1,+/+,F,3,12.657,darpp32
1,HW1,+/+,F,3,80.479,darpp32
1,HW1,+/+,F,3,44.679,darpp32
1,HW1,+/+,F,3,45.494,darpp32
1,HW1,+/+,F,3,13.65,darpp32
1,HW1,+/+,F,3,34.609,darpp32
1,HW1,+/+,F,3,39.636,darpp32
1,HW1,+/+,F,3,25.693,darpp32
1,HW1,+/+,F,3,67.951,darpp32
1,HW1,+/+,F,3,58.333,darpp32
1,HW1,+/+,F,3,42.553,darpp32
1,HW1,+/+,F,3,51.83,darpp32
1,HW1,+/+,F,3,26.906,darpp32
1,HW1,+/+,F,3,45.202,darpp32
1,HW1,+/+,F,3,1.795,darpp32
1,HW1,+/+,F,3,12.691,darpp32
1,HW1,+/+,F,3,26.784,darpp32
1,HW1,+/+,F,3,23.67,darpp32
1,HW1,+/+,F,3,25.959,darpp32
1,HW1,+/+,F,3,57.391,darpp32
1,HW1,+/+,F,3,16.469,darpp32
1,HW1,+/+,F,3,2.778,darpp32
1,HW1,+/+,F,3,1.498,darpp32
1,HW1,+/+,F,3,9.772,darpp32
1,HW1,+/+,F,3,8.848,darpp32
1,HW1,+/+,F,3,0.429,darpp32
1,HW1,+/+,F,3,16.73,darpp32
1,HW1,+/+,F,3,31.186,darpp32
1,HW1,+/+,F,3,39.542,darpp32
1,HW1,+/+,F,3,12.245,darpp32
1,HW1,+/+,F,3,20.395,darpp32
1,HW1,+/+,F,3,31.009,darpp32
1,HW1,+/+,F,3,23.586,darpp32
1,HW1,+/+,F,3,20.265,darpp32
1,HW1,+/+,F,3,6.793,darpp32
1,HW1,+/+,F,3,14.228,darpp32
1,HW1,+/+,F,3,33.574,darpp32
1,HW1,+/+,F,3,13.208,darpp32
1,HW1,+/+,F,3,21.951,darpp32
1,HW1,+/+,F,3,4.41,darpp32
1,HW1,+/+,F,3,11.392,darpp32
1,HW1,+/+,F,3,29.451,darpp32
1,HW1,+/+,F,3,30.219,darpp32
1,HW1,+/+,F,3,0,darpp32
1,HW1,+/+,F,3,5.692,darpp32
1,HW1,+/+,F,3,0,darpp32
1,HW1,+/+,F,3,24.615,darpp32
1,HW1,+/+,F,3,0,darpp32
1,HW1,+/+,F,3,14.103,darpp32
1,HW1,+/+,F,3,19.562,darpp32
1,HW1,+/+,F,3,14.404,darpp32
1,HW1,+/+,F,3,17.829,darpp32
1,HW1,+/+,F,3,4.265,darpp32
2,HX1,Q111/+,M,3,44.42,darpp32
2,HX1,Q111/+,M,3,51.451,darpp32
2,HX1,Q111/+,M,3,41.85,darpp32
2,HX1,Q111/+,M,3,58.238,darpp32
2,HX1,Q111/+,M,3,26.608,darpp32
2,HX1,Q111/+,M,3,43.816,darpp32
2,HX1,Q111/+,M,3,36.508,darpp32
2,HX1,Q111/+,M,3,65.584,darpp32
2,HX1,Q111/+,M,3,42.556,darpp32
2,HX1,Q111/+,M,3,62.833,darpp32
2,HX1,Q111/+,M,3,45.12,darpp32
2,HX1,Q111/+,M,3,27.621,darpp32
2,HX1,Q111/+,M,3,0,darpp32
2,HX1,Q111/+,M,3,50.53,darpp32
2,HX1,Q111/+,M,3,56,darpp32
2,HX1,Q111/+,M,3,43.639,darpp32
2,HX1,Q111/+,M,3,30.877,darpp32
2,HX1,Q111/+,M,3,52.235,darpp32
2,HX1,Q111/+,M,3,75.978,darpp32
2,HX1,Q111/+,M,3,50.977,darpp32
2,HX1,Q111/+,M,3,45.455,darpp32
2,HX1,Q111/+,M,3,42.814,darpp32
2,HX1,Q111/+,M,3,65.561,darpp32
2,HX1,Q111/+,M,3,19.672,darpp32
2,HX1,Q111/+,M,3,13.687,darpp32
2,HX1,Q111/+,M,3,56.622,darpp32
2,HX1,Q111/+,M,3,71.193,darpp32
2,HX1,Q111/+,M,3,49.118,darpp32
2,HX1,Q111/+,M,3,42.059,darpp32
2,HX1,Q111/+,M,3,10.164,darpp32
2,HX1,Q111/+,M,3,3.94,darpp32
2,HX1,Q111/+,M,3,16.964,darpp32
2,HX1,Q111/+,M,3,54.307,darpp32
2,HX1,Q111/+,M,3,31.826,darpp32
2,HX1,Q111/+,M,3,47.978,darpp32
2,HX1,Q111/+,M,3,15.541,darpp32
2,HX1,Q111/+,M,3,37.73,darpp32
2,HX1,Q111/+,M,3,28.083,darpp32
2,HX1,Q111/+,M,3,0.874,darpp32
2,HX1,Q111/+,M,3,50.477,darpp32
2,HX1,Q111/+,M,3,31.07,darpp32
2,HX1,Q111/+,M,3,30.645,darpp32
2,HX1,Q111/+,M,3,54.734,darpp32
2,HX1,Q111/+,M,3,42.857,darpp32
2,HX1,Q111/+,M,3,53.772,darpp32
2,HX1,Q111/+,M,3,37.826,darpp32
2,HX1,Q111/+,M,3,8.779,darpp32
2,HX1,Q111/+,M,3,5.108,darpp32
2,HX1,Q111/+,M,3,18.258,darpp32
2,HX1,Q111/+,M,3,25.501,darpp32
2,HX1,Q111/+,M,3,7.553,darpp32
2,HX1,Q111/+,M,3,36.398,darpp32
2,HX1,Q111/+,M,3,36.986,darpp32
2,HX1,Q111/+,M,3,24.304,darpp32
2,HX1,Q111/+,M,3,2.11,darpp32
2,HX1,Q111/+,M,3,0,darpp32
2,HX1,Q111/+,M,3,22.394,darpp32
2,HX1,Q111/+,M,3,17.671,darpp32
2,HX1,Q111/+,M,3,41.176,darpp32
2,HX1,Q111/+,M,3,51.719,darpp32
2,HX1,Q111/+,M,3,50.796,darpp32
2,HX1,Q111/+,M,3,3.422,darpp32
2,HX1,Q111/+,M,3,16.434,darpp32
2,HX1,Q111/+,M,3,64.163,darpp32
2,HX1,Q111/+,M,3,22.524,darpp32
2,HX1,Q111/+,M,3,0,darpp32
2,HX1,Q111/+,M,3,52.018,darpp32
2,HX1,Q111/+,M,3,36.773,darpp32
2,HX1,Q111/+,M,3,6.727,darpp32
2,HX1,Q111/+,M,3,12.445,darpp32
2,HX1,Q111/+,M,3,27.656,darpp32
2,HX1,Q111/+,M,3,30.988,darpp32
2,HX1,Q111/+,M,3,16.54,darpp32
2,HX1,Q111/+,M,3,27.951,darpp32
2,HX1,Q111/+,M,3,25.359,darpp32
2,HX1,Q111/+,M,3,23.36,darpp32
2,HX1,Q111/+,M,3,26.052,darpp32
2,HX1,Q111/+,M,3,36.688,darpp32
3,HW2,+/+,F,3,15.612,darpp32
3,HW2,+/+,F,3,26.412,darpp32
3,HW2,+/+,F,3,21.622,darpp32
3,HW2,+/+,F,3,16.165,darpp32
3,HW2,+/+,F,3,20.47,darpp32
3,HW2,+/+,F,3,1.587,darpp32
3,HW2,+/+,F,3,50.826,darpp32
3,HW2,+/+,F,3,4.176,darpp32
3,HW2,+/+,F,3,1.325,darpp32
3,HW2,+/+,F,3,23.165,darpp32
3,HW2,+/+,F,3,0,darpp32
3,HW2,+/+,F,3,22.901,darpp32
3,HW2,+/+,F,3,19.847,darpp32
3,HW2,+/+,F,3,4.459,darpp32
3,HW2,+/+,F,3,21.412,darpp32
3,HW2,+/+,F,3,3.614,darpp32
3,HW2,+/+,F,3,4.842,darpp32
3,HW2,+/+,F,3,0.362,darpp32
3,HW2,+/+,F,3,1.02,darpp32
3,HW2,+/+,F,3,6.452,darpp32
3,HW2,+/+,F,3,46.584,darpp32
3,HW2,+/+,F,3,17.125,darpp32
3,HW2,+/+,F,3,5.618,darpp32
3,HW2,+/+,F,3,0.24,darpp32
3,HW2,+/+,F,3,0.309,darpp32
3,HW2,+/+,F,3,0.427,darpp32
3,HW2,+/+,F,3,3.719,darpp32
3,HW2,+/+,F,3,0.839,darpp32
3,HW2,+/+,F,3,18.901,darpp32
3,HW2,+/+,F,3,0,darpp32
3,HW2,+/+,F,3,5.172,darpp32
3,HW2,+/+,F,3,2,darpp32
3,HW2,+/+,F,3,6.692,darpp32
3,HW2,+/+,F,3,3.279,darpp32
3,HW2,+/+,F,3,11.252,darpp32
3,HW2,+/+,F,3,0.872,darpp32
3,HW2,+/+,F,3,14.823,darpp32
3,HW2,+/+,F,3,0.809,darpp32
3,HW2,+/+,F,3,1.022,darpp32
3,HW2,+/+,F,3,8.922,darpp32
3,HW2,+/+,F,3,0.452,darpp32
3,HW2,+/+,F,3,5.807,darpp32
3,HW2,+/+,F,3,4.538,darpp32
3,HW2,+/+,F,3,2.018,darpp32
3,HW2,+/+,F,3,4.849,darpp32
3,HW2,+/+,F,3,5.045,darpp32
3,HW2,+/+,F,3,0.714,darpp32
3,HW2,+/+,F,3,3.641,darpp32
3,HW2,+/+,F,3,0,darpp32
3,HW2,+/+,F,3,2.57,darpp32
3,HW2,+/+,F,3,0.855,darpp32
3,HW2,+/+,F,3,2.53,darpp32
3,HW2,+/+,F,3,0,darpp32
3,HW2,+/+,F,3,7.289,darpp32
3,HW2,+/+,F,3,4.701,darpp32
3,HW2,+/+,F,3,2.017,darpp32
3,HW2,+/+,F,3,1.577,darpp32
3,HW2,+/+,F,3,10.142,darpp32
3,HW2,+/+,F,3,0.868,darpp32
3,HW2,+/+,F,3,1.503,darpp32
3,HW2,+/+,F,3,3.313,darpp32
3,HW2,+/+,F,3,4.12,darpp32
3,HW2,+/+,F,3,0.66,darpp32
3,HW2,+/+,F,3,0.885,darpp32
3,HW2,+/+,F,3,0.583,darpp32
3,HW2,+/+,F,3,1.141,darpp32
3,HW2,+/+,F,3,0,darpp32
3,HW2,+/+,F,3,0.649,darpp32
3,HW2,+/+,F,3,3.917,darpp32
3,HW2,+/+,F,3,0.267,darpp32
3,HW2,+/+,F,3,0,darpp32
4,HW3,+/+,F,3,78.647,darpp32
4,HW3,+/+,F,3,40.769,darpp32
4,HW3,+/+,F,3,57.969,darpp32
4,HW3,+/+,F,3,4.286,darpp32
4,HW3,+/+,F,3,50.759,darpp32
4,HW3,+/+,F,3,6.077,darpp32
4,HW3,+/+,F,3,16.842,darpp32
4,HW3,+/+,F,3,1.46,darpp32
4,HW3,+/+,F,3,58.849,darpp32
4,HW3,+/+,F,3,62.898,darpp32
4,HW3,+/+,F,3,16.8,darpp32
